ETBL_ID;TERR_GENRE;TERR_ZONE_ID;TERR_ZONE_NOM_FR;TERR_ZONE_NOM_EN;TERR_ZONE_GENRE_ID;TERR_ZONE_GENRE_FR;TERR_ZONE_GENRE_EN
838721;principal;292120028;Le mont Royal;The Mont Royal;432971;Quartier / secteur;District / Area
838721;principal;21950;Montréal;Montréal;91;Ville;City
838721;principal;3432;Montréal;Montréal;81;Région;Area
838721;principal;3406;Québec;Quebec;75;Province;Province
838774;principal;22830;Boileau;Boileau;91;Ville;City
838774;principal;3434;Outaouais;Outaouais;81;Région;Area
838774;principal;3406;Québec;Quebec;75;Province;Province
838885;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
838885;principal;21950;Montréal;Montréal;91;Ville;City
838885;principal;3432;Montréal;Montréal;81;Région;Area
838885;principal;3406;Québec;Quebec;75;Province;Province
838963;principal;292119712;Le Village;The Village;432971;Quartier / secteur;District / Area
838963;principal;21950;Montréal;Montréal;91;Ville;City
838963;principal;3432;Montréal;Montréal;81;Région;Area
838963;principal;3406;Québec;Quebec;75;Province;Province
839010;principal;292120028;Le mont Royal;The Mont Royal;432971;Quartier / secteur;District / Area
839010;principal;21950;Montréal;Montréal;91;Ville;City
839010;principal;3432;Montréal;Montréal;81;Région;Area
839010;principal;3406;Québec;Quebec;75;Province;Province
839050;principal;23302;Hull;Hull;432971;Quartier / secteur;District / Area
839050;principal;129053474;Gatineau;Gatineau;91;Ville;City
839050;principal;3434;Outaouais;Outaouais;81;Région;Area
839050;principal;3406;Québec;Quebec;75;Province;Province
839106;principal;23118;Déléage;Déléage;91;Ville;City
839106;principal;3434;Outaouais;Outaouais;81;Région;Area
839106;principal;3406;Québec;Quebec;75;Province;Province
839154;principal;20818;Sainte-Victoire-de-Sorel;Sainte-Victoire-de-Sorel;91;Ville;City
839154;principal;3426;Montérégie;Montérégie;81;Région;Area
839154;principal;3406;Québec;Quebec;75;Province;Province
839384;principal;22634;Mascouche;Mascouche;91;Ville;City
839384;principal;3428;Lanaudière;Lanaudière;81;Région;Area
839384;principal;3406;Québec;Quebec;75;Province;Province
840205;principal;292119698;Est;East;432971;Quartier / secteur;District / Area
840205;principal;21950;Montréal;Montréal;91;Ville;City
840205;principal;3432;Montréal;Montréal;81;Région;Area
840205;principal;3406;Québec;Quebec;75;Province;Province
840383;principal;22514;Laval;Laval;91;Ville;City
840383;principal;3418;Laval;Laval;81;Région;Area
840383;principal;3406;Québec;Quebec;75;Province;Province
840638;principal;21948;Montpellier;Montpellier;91;Ville;City
840638;principal;3434;Outaouais;Outaouais;81;Région;Area
840638;principal;3406;Québec;Quebec;75;Province;Province
841088;principal;23180;Franklin;Franklin;91;Ville;City
841088;principal;3426;Montérégie;Montérégie;81;Région;Area
841088;principal;3406;Québec;Quebec;75;Province;Province
841169;principal;20576;Sainte-Agathe-des-Monts;Sainte-Agathe-des-Monts;91;Ville;City
841169;principal;3430;Laurentides;Laurentides;81;Région;Area
841169;principal;3406;Québec;Quebec;75;Province;Province
841352;principal;20430;Secteur Val-d'Or;Sector of Val-d'Or;432971;Quartier / secteur;District / Area
841352;principal;287410632;Val-d'Or;Val-d'Or;91;Ville;City
841352;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
841352;principal;3406;Québec;Quebec;75;Province;Province
841572;principal;23342;Kangiqsujuaq;Kangiqsujuaq;91;Ville;City
841572;principal;5717661;Nunavik;Nunavik;81;Région;Area
841572;principal;3406;Québec;Quebec;75;Province;Province
841624;principal;22098;Ormstown;Ormstown;91;Ville;City
841624;principal;3426;Montérégie;Montérégie;81;Région;Area
841624;principal;3406;Québec;Quebec;75;Province;Province
841955;principal;20566;Sainte-Adèle;Sainte-Adèle;91;Ville;City
841955;principal;3430;Laurentides;Laurentides;81;Région;Area
841955;principal;3406;Québec;Quebec;75;Province;Province
842121;principal;292120028;Le mont Royal;The Mont Royal;432971;Quartier / secteur;District / Area
842121;principal;21950;Montréal;Montréal;91;Ville;City
842121;principal;3432;Montréal;Montréal;81;Région;Area
842121;principal;3406;Québec;Quebec;75;Province;Province
842175;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
842175;principal;21950;Montréal;Montréal;91;Ville;City
842175;principal;3432;Montréal;Montréal;81;Région;Area
842175;principal;3406;Québec;Quebec;75;Province;Province
842593;principal;21334;Saint-Guillaume-Nord;Saint-Guillaume-Nord;91;Ville;City
842593;principal;3428;Lanaudière;Lanaudière;81;Région;Area
842593;principal;3406;Québec;Quebec;75;Province;Province
842825;principal;292120347;Plateau Mont-Royal - Mile End;Plateau Mont-Royal - Mile End;432971;Quartier / secteur;District / Area
842825;principal;21950;Montréal;Montréal;91;Ville;City
842825;principal;3432;Montréal;Montréal;81;Région;Area
842825;principal;3406;Québec;Quebec;75;Province;Province
842963;principal;22380;Nominingue;Nominingue;91;Ville;City
842963;principal;3430;Laurentides;Laurentides;81;Région;Area
842963;principal;3406;Québec;Quebec;75;Province;Province
843161;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
843161;principal;21950;Montréal;Montréal;91;Ville;City
843161;principal;3432;Montréal;Montréal;81;Région;Area
843161;principal;3406;Québec;Quebec;75;Province;Province
844143;principal;22242;Rigaud;Rigaud;91;Ville;City
844143;principal;3426;Montérégie;Montérégie;81;Région;Area
844143;principal;3406;Québec;Quebec;75;Province;Province
844378;principal;23226;Grand-Remous;Grand-Remous;91;Ville;City
844378;principal;3434;Outaouais;Outaouais;81;Région;Area
844378;principal;3406;Québec;Quebec;75;Province;Province
844804;principal;22380;Nominingue;Nominingue;91;Ville;City
844804;principal;3430;Laurentides;Laurentides;81;Région;Area
844804;principal;3406;Québec;Quebec;75;Province;Province
844867;principal;22414;Lac-Supérieur;Lac-Supérieur;91;Ville;City
844867;principal;3430;Laurentides;Laurentides;81;Région;Area
844867;principal;3406;Québec;Quebec;75;Province;Province
845141;principal;21636;Saint-Adolphe-d'Howard;Saint-Adolphe-d'Howard;91;Ville;City
845141;principal;3430;Laurentides;Laurentides;81;Région;Area
845141;principal;3406;Québec;Quebec;75;Province;Province
845298;principal;281857757;Radisson;Radisson;432971;Quartier / secteur;District / Area
845298;principal;22736;Eeyou Istchee Baie-James;Eeyou Istchee Baie-James;91;Ville;City
845298;principal;5718188;Baie-James;Baie-James;81;Région;Area
845298;principal;3406;Québec;Quebec;75;Province;Province
845612;principal;21300;Saint-Gabriel-de-Brandon;Saint-Gabriel-de-Brandon;91;Ville;City
845612;principal;3428;Lanaudière;Lanaudière;81;Région;Area
845612;principal;3406;Québec;Quebec;75;Province;Province
845662;principal;22410;Lac-Simon;Lac-Simon;91;Ville;City
845662;principal;3434;Outaouais;Outaouais;81;Région;Area
845662;principal;3406;Québec;Quebec;75;Province;Province
845752;principal;22380;Nominingue;Nominingue;91;Ville;City
845752;principal;3430;Laurentides;Laurentides;81;Région;Area
845752;principal;3406;Québec;Quebec;75;Province;Province
845888;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
845888;principal;21950;Montréal;Montréal;91;Ville;City
845888;principal;3432;Montréal;Montréal;81;Région;Area
845888;principal;3406;Québec;Quebec;75;Province;Province
846582;principal;22034;Notre-Dame-de-l'Île-Perrot;Notre-Dame-de-l'Île-Perrot;91;Ville;City
846582;principal;3426;Montérégie;Montérégie;81;Région;Area
846582;principal;3406;Québec;Quebec;75;Province;Province
846664;principal;22582;Low;Low;91;Ville;City
846664;principal;3434;Outaouais;Outaouais;81;Région;Area
846664;principal;3406;Québec;Quebec;75;Province;Province
846864;principal;20418;Val-David;Val-David;91;Ville;City
846864;principal;3430;Laurentides;Laurentides;81;Région;Area
846864;principal;3406;Québec;Quebec;75;Province;Province
847180;principal;23268;Harrington;Harrington;91;Ville;City
847180;principal;3430;Laurentides;Laurentides;81;Région;Area
847180;principal;3406;Québec;Quebec;75;Province;Province
847241;principal;23282;Hemmingford;Hemmingford;91;Ville;City
847241;principal;3426;Montérégie;Montérégie;81;Région;Area
847241;principal;3406;Québec;Quebec;75;Province;Province
847322;principal;19630665;Montcerf-Lytton;Montcerf-Lytton;91;Ville;City
847322;principal;3434;Outaouais;Outaouais;81;Région;Area
847322;principal;3406;Québec;Quebec;75;Province;Province
847496;principal;20576;Sainte-Agathe-des-Monts;Sainte-Agathe-des-Monts;91;Ville;City
847496;principal;3430;Laurentides;Laurentides;81;Région;Area
847496;principal;3406;Québec;Quebec;75;Province;Province
847628;principal;186877879;Grenville-sur-la-Rouge;Grenville-sur-la-Rouge;91;Ville;City
847628;principal;3430;Laurentides;Laurentides;81;Région;Area
847628;principal;3406;Québec;Quebec;75;Province;Province
847771;principal;21590;Rollet;Rollet;432971;Quartier / secteur;District / Area
847771;principal;255730106;Rouyn-Noranda;Rouyn-Noranda;91;Ville;City
847771;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
847771;principal;3406;Québec;Quebec;75;Province;Province
847984;principal;23188;Fugèreville;Fugèreville;91;Ville;City
847984;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
847984;principal;3406;Québec;Quebec;75;Province;Province
848083;principal;20428;Val-Senneville;Val-Senneville;432971;Quartier / secteur;District / Area
848083;principal;287410632;Val-d'Or;Val-d'Or;91;Ville;City
848083;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
848083;principal;3406;Québec;Quebec;75;Province;Province
848263;principal;20530;Évain;Évain;432971;Quartier / secteur;District / Area
848263;principal;255730106;Rouyn-Noranda;Rouyn-Noranda;91;Ville;City
848263;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
848263;principal;3406;Québec;Quebec;75;Province;Province
848493;principal;20418;Val-David;Val-David;91;Ville;City
848493;principal;3430;Laurentides;Laurentides;81;Région;Area
848493;principal;3406;Québec;Quebec;75;Province;Province
849290;principal;292120028;Le mont Royal;The Mont Royal;432971;Quartier / secteur;District / Area
849290;principal;21950;Montréal;Montréal;91;Ville;City
849290;principal;3432;Montréal;Montréal;81;Région;Area
849290;principal;3406;Québec;Quebec;75;Province;Province
850349;principal;20502;Wentworth-Nord;Wentworth-Nord;91;Ville;City
850349;principal;3430;Laurentides;Laurentides;81;Région;Area
850349;principal;3406;Québec;Quebec;75;Province;Province
850424;principal;23142;Entrelacs;Entrelacs;91;Ville;City
850424;principal;3428;Lanaudière;Lanaudière;81;Région;Area
850424;principal;3406;Québec;Quebec;75;Province;Province
850493;principal;23462;La Minerve;La Minerve;91;Ville;City
850493;principal;3430;Laurentides;Laurentides;81;Région;Area
850493;principal;3406;Québec;Quebec;75;Province;Province
850713;principal;21696;Saint-André-d'Argenteuil;Saint-André-d'Argenteuil;91;Ville;City
850713;principal;3430;Laurentides;Laurentides;81;Région;Area
850713;principal;3406;Québec;Quebec;75;Province;Province
850765;principal;21478;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
850765;principal;134612309;Mont-Tremblant;Mont-Tremblant;91;Ville;City
850765;principal;3430;Laurentides;Laurentides;81;Région;Area
850765;principal;3406;Québec;Quebec;75;Province;Province
851083;principal;186877879;Grenville-sur-la-Rouge;Grenville-sur-la-Rouge;91;Ville;City
851083;principal;3430;Laurentides;Laurentides;81;Région;Area
851083;principal;3406;Québec;Quebec;75;Province;Province
851143;principal;20576;Sainte-Agathe-des-Monts;Sainte-Agathe-des-Monts;91;Ville;City
851143;principal;3430;Laurentides;Laurentides;81;Région;Area
851143;principal;3406;Québec;Quebec;75;Province;Province
851340;principal;21094;Saint-Sauveur;Saint-Sauveur;91;Ville;City
851340;principal;3430;Laurentides;Laurentides;81;Région;Area
851340;principal;3406;Québec;Quebec;75;Province;Province
851421;principal;21958;Morin-Heights;Morin-Heights;91;Ville;City
851421;principal;3430;Laurentides;Laurentides;81;Région;Area
851421;principal;3406;Québec;Quebec;75;Province;Province
851455;principal;22700;Arundel;Arundel;91;Ville;City
851455;principal;3430;Laurentides;Laurentides;81;Région;Area
851455;principal;3406;Québec;Quebec;75;Province;Province
851581;principal;21932;Village - Mont-Tremblant;Village - Mont-Tremblant;432971;Quartier / secteur;District / Area
851581;principal;134612309;Mont-Tremblant;Mont-Tremblant;91;Ville;City
851581;principal;3430;Laurentides;Laurentides;81;Région;Area
851581;principal;3406;Québec;Quebec;75;Province;Province
851676;principal;20604;Sainte-Anne-des-Lacs;Sainte-Anne-des-Lacs;91;Ville;City
851676;principal;3430;Laurentides;Laurentides;81;Région;Area
851676;principal;3406;Québec;Quebec;75;Province;Province
851729;principal;21362;Saint-Hippolyte;Saint-Hippolyte;91;Ville;City
851729;principal;3430;Laurentides;Laurentides;81;Région;Area
851729;principal;3406;Québec;Quebec;75;Province;Province
851852;principal;22280;Labelle;Labelle;91;Ville;City
851852;principal;3430;Laurentides;Laurentides;81;Région;Area
851852;principal;3406;Québec;Quebec;75;Province;Province
851898;principal;21674;Saint-Alphonse-Rodriguez;Saint-Alphonse-Rodriguez;91;Ville;City
851898;principal;3428;Lanaudière;Lanaudière;81;Région;Area
851898;principal;3406;Québec;Quebec;75;Province;Province
851975;principal;21674;Saint-Alphonse-Rodriguez;Saint-Alphonse-Rodriguez;91;Ville;City
851975;principal;3428;Lanaudière;Lanaudière;81;Région;Area
851975;principal;3406;Québec;Quebec;75;Province;Province
852076;principal;21842;Saint-Côme;Saint-Côme;91;Ville;City
852076;principal;3428;Lanaudière;Lanaudière;81;Région;Area
852076;principal;3406;Québec;Quebec;75;Province;Province
852254;principal;21878;Saint-Donat;Saint-Donat;91;Ville;City
852254;principal;3428;Lanaudière;Lanaudière;81;Région;Area
852254;principal;3406;Québec;Quebec;75;Province;Province
852336;principal;21846;Saint-Damase;Saint-Damase;91;Ville;City
852336;principal;3426;Montérégie;Montérégie;81;Région;Area
852336;principal;3406;Québec;Quebec;75;Province;Province
852386;principal;22976;Chibougamau;Chibougamau;91;Ville;City
852386;principal;5718188;Baie-James;Baie-James;81;Région;Area
852386;principal;3406;Québec;Quebec;75;Province;Province
852446;principal;21666;Saint-Alexis-des-Monts;Saint-Alexis-des-Monts;91;Ville;City
852446;principal;3422;Mauricie;Mauricie;81;Région;Area
852446;principal;3406;Québec;Quebec;75;Province;Province
852501;principal;21842;Saint-Côme;Saint-Côme;91;Ville;City
852501;principal;3428;Lanaudière;Lanaudière;81;Région;Area
852501;principal;3406;Québec;Quebec;75;Province;Province
852580;principal;21878;Saint-Donat;Saint-Donat;91;Ville;City
852580;principal;3428;Lanaudière;Lanaudière;81;Région;Area
852580;principal;3406;Québec;Quebec;75;Province;Province
852746;principal;22380;Nominingue;Nominingue;91;Ville;City
852746;principal;3430;Laurentides;Laurentides;81;Région;Area
852746;principal;3406;Québec;Quebec;75;Province;Province
852815;principal;20720;Sainte-Julienne;Sainte-Julienne;91;Ville;City
852815;principal;3428;Lanaudière;Lanaudière;81;Région;Area
852815;principal;3406;Québec;Quebec;75;Province;Province
853003;principal;20432;Val-des-Bois;Val-des-Bois;91;Ville;City
853003;principal;3434;Outaouais;Outaouais;81;Région;Area
853003;principal;3406;Québec;Quebec;75;Province;Province
853244;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
853244;principal;21950;Montréal;Montréal;91;Ville;City
853244;principal;3432;Montréal;Montréal;81;Région;Area
853244;principal;3406;Québec;Quebec;75;Province;Province
853301;principal;292119712;Le Village;The Village;432971;Quartier / secteur;District / Area
853301;principal;21950;Montréal;Montréal;91;Ville;City
853301;principal;3432;Montréal;Montréal;81;Région;Area
853301;principal;3406;Québec;Quebec;75;Province;Province
853344;principal;21008;Saint-Paul-de-l'Île-aux-Noix;Saint-Paul-de-l'Île-aux-Noix;91;Ville;City
853344;principal;3426;Montérégie;Montérégie;81;Région;Area
853344;principal;3406;Québec;Quebec;75;Province;Province
853420;principal;20630;Sainte-Béatrix;Sainte-Béatrix;91;Ville;City
853420;principal;3428;Lanaudière;Lanaudière;81;Région;Area
853420;principal;3406;Québec;Quebec;75;Province;Province
853465;principal;314697155;Sainte-Clotilde;Sainte-Clotilde;91;Ville;City
853465;principal;3426;Montérégie;Montérégie;81;Région;Area
853465;principal;3406;Québec;Quebec;75;Province;Province
853846;principal;23298;Huberdeau;Huberdeau;91;Ville;City
853846;principal;3430;Laurentides;Laurentides;81;Région;Area
853846;principal;3406;Québec;Quebec;75;Province;Province
853904;principal;21894;Mirabel;Mirabel;91;Ville;City
853904;principal;3430;Laurentides;Laurentides;81;Région;Area
853904;principal;3406;Québec;Quebec;75;Province;Province
854119;principal;22856;Bowman;Bowman;91;Ville;City
854119;principal;3434;Outaouais;Outaouais;81;Région;Area
854119;principal;3406;Québec;Quebec;75;Province;Province
854446;principal;21842;Saint-Côme;Saint-Côme;91;Ville;City
854446;principal;3428;Lanaudière;Lanaudière;81;Région;Area
854446;principal;3406;Québec;Quebec;75;Province;Province
854933;principal;20826;Sainte-Émélie-de-l'Énergie;Sainte-Émélie-de-l'Énergie;91;Ville;City
854933;principal;3428;Lanaudière;Lanaudière;81;Région;Area
854933;principal;3406;Québec;Quebec;75;Province;Province
855223;principal;21478;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
855223;principal;134612309;Mont-Tremblant;Mont-Tremblant;91;Ville;City
855223;principal;3430;Laurentides;Laurentides;81;Région;Area
855223;principal;3406;Québec;Quebec;75;Province;Province
855312;principal;21362;Saint-Hippolyte;Saint-Hippolyte;91;Ville;City
855312;principal;3430;Laurentides;Laurentides;81;Région;Area
855312;principal;3406;Québec;Quebec;75;Province;Province
855375;principal;21648;Saint-Aimé-du-Lac-des-Îles;Saint-Aimé-du-Lac-des-Îles;91;Ville;City
855375;principal;3430;Laurentides;Laurentides;81;Région;Area
855375;principal;3406;Québec;Quebec;75;Province;Province
855423;principal;22684;Amherst;Amherst;91;Ville;City
855423;principal;3430;Laurentides;Laurentides;81;Région;Area
855423;principal;3406;Québec;Quebec;75;Province;Province
855491;principal;23456;La Macaza;La Macaza;91;Ville;City
855491;principal;3430;Laurentides;Laurentides;81;Région;Area
855491;principal;3406;Québec;Quebec;75;Province;Province
855558;principal;23028;Contrecoeur;Contrecoeur;91;Ville;City
855558;principal;3426;Montérégie;Montérégie;81;Région;Area
855558;principal;3406;Québec;Quebec;75;Province;Province
855647;principal;23028;Contrecoeur;Contrecoeur;91;Ville;City
855647;principal;3426;Montérégie;Montérégie;81;Région;Area
855647;principal;3406;Québec;Quebec;75;Province;Province
855732;principal;22100;Otterburn Park;Otterburn Park;91;Ville;City
855732;principal;3426;Montérégie;Montérégie;81;Région;Area
855732;principal;3406;Québec;Quebec;75;Province;Province
855958;principal;21094;Saint-Sauveur;Saint-Sauveur;91;Ville;City
855958;principal;3430;Laurentides;Laurentides;81;Région;Area
855958;principal;3406;Québec;Quebec;75;Province;Province
856206;principal;20422;Val-Morin;Val-Morin;91;Ville;City
856206;principal;3430;Laurentides;Laurentides;81;Région;Area
856206;principal;3406;Québec;Quebec;75;Province;Province
856281;principal;20732;Sainte-Lucie-des-Laurentides;Sainte-Lucie-des-Laurentides;91;Ville;City
856281;principal;3430;Laurentides;Laurentides;81;Région;Area
856281;principal;3406;Québec;Quebec;75;Province;Province
856379;principal;22414;Lac-Supérieur;Lac-Supérieur;91;Ville;City
856379;principal;3430;Laurentides;Laurentides;81;Région;Area
856379;principal;3406;Québec;Quebec;75;Province;Province
857017;principal;21674;Saint-Alphonse-Rodriguez;Saint-Alphonse-Rodriguez;91;Ville;City
857017;principal;3428;Lanaudière;Lanaudière;81;Région;Area
857017;principal;3406;Québec;Quebec;75;Province;Province
857172;principal;5276221;Brownsburg-Chatham;Brownsburg-Chatham;91;Ville;City
857172;principal;3430;Laurentides;Laurentides;81;Région;Area
857172;principal;3406;Québec;Quebec;75;Province;Province
857244;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
857244;principal;21950;Montréal;Montréal;91;Ville;City
857244;principal;3432;Montréal;Montréal;81;Région;Area
857244;principal;3406;Québec;Quebec;75;Province;Province
857478;principal;22232;Rawdon;Rawdon;91;Ville;City
857478;principal;3428;Lanaudière;Lanaudière;81;Région;Area
857478;principal;3406;Québec;Quebec;75;Province;Province
857559;principal;22970;Chertsey;Chertsey;91;Ville;City
857559;principal;3428;Lanaudière;Lanaudière;81;Région;Area
857559;principal;3406;Québec;Quebec;75;Province;Province
857654;principal;20630;Sainte-Béatrix;Sainte-Béatrix;91;Ville;City
857654;principal;3428;Lanaudière;Lanaudière;81;Région;Area
857654;principal;3406;Québec;Quebec;75;Province;Province
858282;principal;23298;Huberdeau;Huberdeau;91;Ville;City
858282;principal;3430;Laurentides;Laurentides;81;Région;Area
858282;principal;3406;Québec;Quebec;75;Province;Province
858451;principal;433408;Vieux-Montréal - Vieux-Port;Old Montréal - Vieux-Port;432971;Quartier / secteur;District / Area
858451;principal;21950;Montréal;Montréal;91;Ville;City
858451;principal;3432;Montréal;Montréal;81;Région;Area
858451;principal;3406;Québec;Quebec;75;Province;Province
858503;principal;22616;Mansfield-et-Pontefract;Mansfield-et-Pontefract;91;Ville;City
858503;principal;3434;Outaouais;Outaouais;81;Région;Area
858503;principal;3406;Québec;Quebec;75;Province;Province
858572;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
858572;principal;21950;Montréal;Montréal;91;Ville;City
858572;principal;3432;Montréal;Montréal;81;Région;Area
858572;principal;3406;Québec;Quebec;75;Province;Province
858802;principal;21232;Saint-Eustache;Saint-Eustache;91;Ville;City
858802;principal;3430;Laurentides;Laurentides;81;Région;Area
858802;principal;3406;Québec;Quebec;75;Province;Province
859049;principal;292120347;Plateau Mont-Royal - Mile End;Plateau Mont-Royal - Mile End;432971;Quartier / secteur;District / Area
859049;principal;21950;Montréal;Montréal;91;Ville;City
859049;principal;3432;Montréal;Montréal;81;Région;Area
859049;principal;3406;Québec;Quebec;75;Province;Province
859102;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
859102;principal;21950;Montréal;Montréal;91;Ville;City
859102;principal;3432;Montréal;Montréal;81;Région;Area
859102;principal;3406;Québec;Quebec;75;Province;Province
859376;principal;5276138;Sorel-Tracy;Sorel-Tracy;91;Ville;City
859376;principal;3426;Montérégie;Montérégie;81;Région;Area
859376;principal;3406;Québec;Quebec;75;Province;Province
859575;principal;20768;Sainte-Mélanie;Sainte-Mélanie;91;Ville;City
859575;principal;3428;Lanaudière;Lanaudière;81;Région;Area
859575;principal;3406;Québec;Quebec;75;Province;Province
859750;principal;22870;Brossard;Brossard;91;Ville;City
859750;principal;3426;Montérégie;Montérégie;81;Région;Area
859750;principal;3406;Québec;Quebec;75;Province;Province
859975;principal;152284829;Rivière-Rouge;Rivière-Rouge;91;Ville;City
859975;principal;3430;Laurentides;Laurentides;81;Région;Area
859975;principal;3406;Québec;Quebec;75;Province;Province
860050;principal;20610;Sainte-Anne-du-Lac;Sainte-Anne-du-Lac;91;Ville;City
860050;principal;3430;Laurentides;Laurentides;81;Région;Area
860050;principal;3406;Québec;Quebec;75;Province;Province
860106;principal;20576;Sainte-Agathe-des-Monts;Sainte-Agathe-des-Monts;91;Ville;City
860106;principal;3430;Laurentides;Laurentides;81;Région;Area
860106;principal;3406;Québec;Quebec;75;Province;Province
860234;principal;292120617;Centre-ville - Quartier des spectacles;Downtown - Quartier des spectacles;432971;Quartier / secteur;District / Area
860234;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
860234;principal;21950;Montréal;Montréal;91;Ville;City
860234;principal;3432;Montréal;Montréal;81;Région;Area
860234;principal;3406;Québec;Quebec;75;Province;Province
860754;principal;20464;Ville-Marie;Ville-Marie;91;Ville;City
860754;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
860754;principal;3406;Québec;Quebec;75;Province;Province
861215;principal;22878;Buckingham;Buckingham;432971;Quartier / secteur;District / Area
861215;principal;129053474;Gatineau;Gatineau;91;Ville;City
861215;principal;3434;Outaouais;Outaouais;81;Région;Area
861215;principal;3406;Québec;Quebec;75;Province;Province
861348;principal;20464;Ville-Marie;Ville-Marie;91;Ville;City
861348;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
861348;principal;3406;Québec;Quebec;75;Province;Province
861636;principal;20984;Saint-Ours;Saint-Ours;91;Ville;City
861636;principal;3426;Montérégie;Montérégie;81;Région;Area
861636;principal;3406;Québec;Quebec;75;Province;Province
861697;principal;292119698;Est;East;432971;Quartier / secteur;District / Area
861697;principal;21950;Montréal;Montréal;91;Ville;City
861697;principal;3432;Montréal;Montréal;81;Région;Area
861697;principal;3406;Québec;Quebec;75;Province;Province
861758;principal;20430;Secteur Val-d'Or;Sector of Val-d'Or;432971;Quartier / secteur;District / Area
861758;principal;287410632;Val-d'Or;Val-d'Or;91;Ville;City
861758;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
861758;principal;3406;Québec;Quebec;75;Province;Province
861926;principal;292119693;Saint-Laurent - Notre-Dame-de-Grâce;Saint-Laurent - Notre-Dame-de-Grâce;432971;Quartier / secteur;District / Area
861926;principal;21950;Montréal;Montréal;91;Ville;City
861926;principal;3432;Montréal;Montréal;81;Région;Area
861926;principal;3406;Québec;Quebec;75;Province;Province
861926;applicable;292119395;Aéroport;Airport;87;Sous-région;Sub-area
861926;applicable;3432;Montréal;Montréal;81;Région;Area
861926;applicable;3406;Québec;Quebec;75;Province;Province
862117;principal;21240;Saint-Faustin-Lac-Carré;Saint-Faustin-Lac-Carré;91;Ville;City
862117;principal;3430;Laurentides;Laurentides;81;Région;Area
862117;principal;3406;Québec;Quebec;75;Province;Province
862263;principal;21240;Saint-Faustin-Lac-Carré;Saint-Faustin-Lac-Carré;91;Ville;City
862263;principal;3430;Laurentides;Laurentides;81;Région;Area
862263;principal;3406;Québec;Quebec;75;Province;Province
862347;principal;22686;Amos;Amos;91;Ville;City
862347;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
862347;principal;3406;Québec;Quebec;75;Province;Province
862478;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
862478;principal;21950;Montréal;Montréal;91;Ville;City
862478;principal;3432;Montréal;Montréal;81;Région;Area
862478;principal;3406;Québec;Quebec;75;Province;Province
862566;principal;19630661;Lanoraie;Lanoraie;91;Ville;City
862566;principal;3428;Lanaudière;Lanaudière;81;Région;Area
862566;principal;3406;Québec;Quebec;75;Province;Province
862640;principal;21494;Saint-Jérôme;Saint-Jérôme;91;Ville;City
862640;principal;3430;Laurentides;Laurentides;81;Région;Area
862640;principal;3406;Québec;Quebec;75;Province;Province
862783;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
862783;principal;21950;Montréal;Montréal;91;Ville;City
862783;principal;3432;Montréal;Montréal;81;Région;Area
862783;principal;3406;Québec;Quebec;75;Province;Province
863126;principal;21790;Saint-Charles-Borromée;Saint-Charles-Borromée;91;Ville;City
863126;principal;3428;Lanaudière;Lanaudière;81;Région;Area
863126;principal;3406;Québec;Quebec;75;Province;Province
863248;principal;22460;Lac-du-Cerf;Lac-du-Cerf;91;Ville;City
863248;principal;3430;Laurentides;Laurentides;81;Région;Area
863248;principal;3406;Québec;Quebec;75;Province;Province
863470;principal;23198;Secteur de Gatineau;Sector of Gatineau;432971;Quartier / secteur;District / Area
863470;principal;129053474;Gatineau;Gatineau;91;Ville;City
863470;principal;3434;Outaouais;Outaouais;81;Région;Area
863470;principal;3406;Québec;Quebec;75;Province;Province
863632;principal;21926;Mont-Saint-Hilaire;Mont-Saint-Hilaire;91;Ville;City
863632;principal;3426;Montérégie;Montérégie;81;Région;Area
863632;principal;3406;Québec;Quebec;75;Province;Province
