ETBL_ID;ETBL_NOM_FR;ETBL_NOM_EN;ETBL_DESC_FR;ETBL_DESC_EN;ETBL_RESERVABLE
1078997;"MAISON DE CAMPAGNE &#38; D'ENTRAIDE COMMUNAUTAIRE DU LAC";"MAISON DE CAMPAGNE &#38; D'ENTRAIDE COMMUNAUTAIRE DU LAC";"<span class=""mcenoneditable""><span>Maison ancestrale rénovée</span></span><span class=""mcenoneditable""><span> et aménagée dans le but d¿offrir une ambiance confortable, accueillante et sécuritaire pour les familles et les groupes. Située à sept kilomètres de la ville <span>(service Taxibus accessible)</span>, à proximité des plages, centres sportifs et culturels, ainsi que des centres de <span>ski et</span> des sentiers de motoneige.</span></span>";Renovated heritage home designed to offer families and groups a safe, comfortable and welcoming place to stay. Located just 7 km (4.5 mi.) from downtown Alma (Taxibus service accessible) and close to the region's loveliest beaches, sports and cultural centres, ski resorts and snowmobile trails.;0
1079298;AUBERGE DE LA MINGANIE;AUBERGE DE LA MINGANIE;;;0
1079497;CAMP PATMOS;CAMP PATMOS;Centre de vacances offrant des activités pour les familles et pour les jeunes, dans un site merveilleux situé au bord d'un lac. En plus des activités récréatives, des conférences traitant des valeurs chrétiennes et familiales sont présentées, et tout le monde aime bien visiter la petite ferme. Location de chalets en hiver.;Camp offering both family and youth vacations at a beautiful lakeside location. In addition to recreational activities, the camp also offers conferences on Christian and family values. The petting farm is a delight for all, and the log chalets can be rented in winter.;0
1079597;CENTRE VACANCES LAC-SIMON;CENTRE VACANCES LAC-SIMON;Bien caché dans les hautes terres de la belle MRC de Portneuf, ce centre de vacances fait partie de ces joyaux dont on se souvient pour longtemps. Vous aurez beaucoup de plaisir à le découvrir et à y revenir... sans ébruiter le secret! Vous serez ravis par ce lieu adorable!;Well hidden in the highlands of the beautiful Portneuf regional county municipality, this vacation centre is one of those jewels that will remain in your memory for years to come. You'll no doubt return... in secrecy! You'll adore this magnificent site!;0
1079655;"CAMP "" O "" CARREFOUR";"CAMP "" O "" CARREFOUR";Centre de plein air offrant des répits de fin de semaine et des camps de vacances pour les personnes ayant une déficience intellectuelle, un trouble du spectre de l¿autisme, un multihandicap ou d¿autres types de handicaps. Il accueille aussi les groupes communautaires, familiaux, corporatifs et scolaires.;Outdoor centre that organizes weekend breaks and summer camps for persons with intellectual disabilities, autism or other pervasive developmental disorders. Community, family, corporate and school groups are also welcome. <strong> </strong>;0
1079721;BASE DE PLEIN AIR LES GOÉLANDS;BASE DE PLEIN AIR LES GOÉLANDS;Destination par excellence pour la randonnée pédestre, le vélo de montage, le kayak, la plage, l¿ornithologie, une sortie en raquette ou en ski de fond, la glissade en tube, ou bien une halte en quad ou en motoneige. Également sur place : restauration, salles, hébergement (pavillon, yourte ou plateforme de camping).;Premier destination for hiking, mountain biking, kayaking, swimming, bird watching, snowshoeing, cross-country skiing, ATVing or snowmobiling. Also on site: restaurant, halls available for rent, accommodations (pavilion, yurt or camping platform).  ;0
1079777;CAMP LE MANOIR DES ÉBOULEMENTS;CAMP LE MANOIR DES ÉBOULEMENTS;Camp de vacances et de jour pour les enfants de 5 à 16 ans. Plusieurs salles disponibles pour la location, avec possibilité de services de restauration et d¿hébergement. Service d¿animation également disponible.;Day camp and summer camp for kids aged 5 to 16. Several rooms available for rent. Catering service, accommodation and group facilitation also offered.;0
1079884;CAMP BEAUSÉJOUR;CAMP BEAUSÉJOUR;Lieu d¿accueil pour les groupes et les familles qui désirent prendre une pause. Séjours récréatifs et camp familial durant le mois de juillet. Idéal pour les pêcheurs qui désirent pratiquer leur sport favori.  ;"Take a break and enjoy quality time together! This family and group holiday centre offers fun packed stays and family camps in July. Perfect for fishing enthusiasts hoping to catch &QUOT;the big one&QUOT;!";0
1080069;MOTEL DE LA RIVIÈRE SAULT-AU-MOUTON;MOTEL DE LA RIVIÈRE SAULT-AU-MOUTON;;;0
1080149;AUBERGE DE LA PAIX;AUBERGE DE LA PAIX;Auberge de jeunesse située au c¿ur du Vieux-Québec et fondée il y a plus de quarante ans. Elle peut accueillir jusqu¿à 60 personnes dans ses huit dortoirs et ses cinq chambres.;In business for 40 years now, this youth hostel in the heart of Old Québec City accommodates up to 60 people in eight dorms and five private rooms.;0
1080222;LOGE FRONTIÈRE;LOGE FRONTIÈRE;;;0
1080276;CAMP AU BIVOUAC;CAMP AU BIVOUAC;Camp offrant un terrain de 120 acres dans un milieu naturel privilégié. On retrouve sur place des éléments naturels, comme un lac, un ruisseau et des prairies convenant aux diverses activités. Accès par des sentiers balisés à une forêt de conifères et de feuillus, ce qui favorise une initiation à la nature.;Camp located on 120 acres of glorious nature. Site includes a lake, stream and fields suitable for many activities. Signposted footpaths leading into the mixed forest (evergreen and leafy trees) help visitors get acquainted with the great outdoors.;0
1080336;CAMP MASSAWIPPI - CENTRE MACKAY;CAMP MASSAWIPPI - CENTRE MACKAY;Ce camp propose un éventail d¿activités pour les enfants et les jeunes adultes âgés de 6 à 30 ans ayant une déficience physique ou intellectuelle. Installations accessibles, programmes adaptés, personnel formé, infirmières 24/7, ratios de 1:1, 1:2 ou 1:3, programme de ski nautique adapté et bien plus encore!;This camp offers a wide range of activities for children and young adults with physical or intellectual disabilities aged 6 to 30. Wheelchair accessible facilities, adapted programs, specially trained personnel, nurses available 24/7, ratios of 1:1, 1:2 or 1:3, adapted water ski program and much more!;0
1080400;CENTRE DE VACANCES NATURE - AUBERGE EVA;CENTRE DE VACANCES NATURE - AUBERGE EVA;;;0
1081032;CAMP D'ACTION BIBLIQUE;CAMP D'ACTION BIBLIQUE;Camp d'été chrétien. En tant que ministère du Consistoire de l'Église presbytérienne au Canada, ce camp de 62 acres a été fondé en 1947 et continue d'offrir un environnement chrétien où les enfants et les adolescents de différentes traditions et de diverses dénominations peuvent grandir dans leur relation avec Dieu.;Christian summer camp located in Richmond. As a ministry of the Presbyterian Church in Canada, this 62-acre camp has been in operation since 1947 and continues to offer a Christian environment where children and youth of various denominations and backgrounds can grow in their relationship with God and with other Christians.;0
1081073;CAMP LE RANCH MASSAWIPPI;CAMP LE RANCH MASSAWIPPI;"<span style=""font-size: 12px;"">Découvrez un camp où la joie de vivre règne depuis 55 ans! C¿est l¿endroit par excellence pour pratiquer l¿équitation classique et découvrir une foule d¿activités de plein air (escalade, canot, rafting, arbre en arbre, etc.). On y trouve des dortoirs très confortables, des écuries ultramodernes, 50 chevaux et divers animaux de ferme.</span>";<span>For 55 years, this ranch has been the top spot for practising classical riding and participating in a host of outdoor activities (climbing, canoeing, rafting, treetop obstacle course, etc.). You'll find comfortable sleeping quarters, state-of-the-art stables, 50 horses and a menagerie of farm animals.</span>;0
1081260;CENTRE DU LAC-POUCE;CENTRE DU LAC-POUCE;Ce centre situé en pleine nature offre divers camps (camps de vacances, camps de jour, camps de relâche, camps spécialisés, etc.). Il offre aussi des services et des installations pour les activités de groupes de 12 à 120 personnes : cours de formation, réunions, colloques, rassemblements familiaux, retrouvailles, mariages, anniversaires, etc.;Surrounded by wilderness, this centre offers a variety of camps (vacation camps, day camps, winter break camps, specialized camps and more). It also boasts services and facilities to accommodate activities for groups of 12 to 120 people: training courses, meetings, conferences, family gatherings, reunions, weddings, birthdays and so on.;0
1081415;VILLAGE QUÉBÉCOIS D'ANTAN;VILLAGE QUÉBÉCOIS D'ANTAN;Colonie de vacances accréditée par l'Association des camps du Québec et située sur le site enchanteur du Village québécois d'antan, un lieu classé d'intérêt culturel et patrimonial comprenant plus de 70 bâtiments, où de nombreux artisans font revivre les traditions ancestrales. Parc de jeux d'eau (La Bassine).;Treat your children to all the pleasure and charm of a historical camp, the only one of its kind in Québec! They'll have lots of fun while learning all about daily life in the 19th century. Enjoy the water jet park, La Bassine.;0
1081458;CAMP TROIS-SAUMONS;CAMP TROIS-SAUMONS;Centre de vacances situé en bordure d'un lac niché au coeur des montagnes de la région Chaudière-Appalaches, Site splendide, spécialement aménagé pour pratiquer une foule d'activités (canot, hébertisme, feu de camp, randonnée pédestre). Le « Pavillon de la Santé » peut accueillir jusqu'à 36 personnes et est équipé de plusieurs commodités.;Holiday centre located on a lake in the hilly heart of the Chaudière-Appalaches region. A splendid site specially designed for a wide range of activities, from canoeing to aerial challenge courses, campfires, hiking and more. Also available: a well-equipped reception room able to accommodate up to 36.;0
1081539;DOMAINE NOTRE-DAME;DOMAINE NOTRE-DAME;Situé dans la grande région de Québec, à Sainte-Catherine-de-la-Jacques-Cartier. Ce centre de plein air familial offrant un camp de jour estival et hivernal est un lieu de rencontre privilégié. Que ce soit pour une semaine de vacances l¿été ou pour une fin de semaine l¿hiver, le domaine saura vous ravir.;  Located in Sainte-Catherine-de-la-Jacques-Cartier, not far from Québec City, this family-friendly outdoor recreation centre has a summer/winter camp and is a great gathering place. Whether you come for a week-long summer vacation or a winter weekend away, you will love the surroundings.;0
1081869;CAMPING MOTEL PLUVIER DES ÎLES;CAMPING MOTEL PLUVIER DES ÎLES;;;0
1082016;HÔTEL-MOTEL GRANDE VALLÉE DES MONTS;HÔTEL-MOTEL GRANDE VALLÉE DES MONTS;;;0
1082088;CAMP CLARET DU LAC-ELGIN;CAMP CLARET DU LAC-ELGIN;Dans un petit village de tentes, de bâtisses et de nombreux équipements, un personnel bien formé vise à créer un milieu de plein air sécuritaire pour que les enfants vivent une expérience de vacances sous le signe du dépassement et de la confiance en soi.;Years of experience and continuous development have enabled the operators of this camp to create a stimulating environment aimed at fostering children's growth and enrichment. With one adult leader per camper and high quality programs, the focus is on developing skills and encouraging teamwork.;0
1082163;CAMP GARAGONA;CAMP GARAGONA;Découvrez un site enchanteur à flanc de montagne, à Frelighsburg, l¿un des plus beaux villages du Québec. Ce camp de vacances est un lieu idéal pour une excursion de groupe en campagne, une fête familiale ou une petite conférence.;Set on an enchanting site in the hills of Frelighsburg, one of Québec¿s most beautiful villages, this summer camp is the ideal spot for a group getaway in the country, family events or even small conferences. Visit the camp on Facebook or check out its website for more information.;0
1082215;CAMP MUSICAL SAINT-ALEXANDRE;CAMP MUSICAL SAINT-ALEXANDRE;Le Camp où tout le monde est heureux! Lieu idéal pour une formation musicale (accueil pour jeunes de 7 à 25 ans en période estivale). Possibilité de location pour organiser un événement. Vous profiterez des services d'une équipe dévouée et dynamique. Découvrez un site unique et des installations entièrement rénovées.;The camp where everyone is happy! The perfect place for a summertime musical camp (ages 7 to 25), it can also be rented for special events. Discover a unique site with fully renovated facilities and a dynamic, dedicated team.;0
1082264;CAMP CANAWISH;CAMP CANAWISH;Ce camp fondé en 1973 est situé en bordure du fleuve Saint-Laurent, à environ 150 kilomètres à l¿est de Québec et à l¿ouest de Rimouski.;This camp, founded in 1973, is located on the shores of the St. Lawrence River, about 150 km (95 mi.) east of Québec City and west of Rimouski.;0
1082329;CAMP SABLE CHAUD;CAMP SABLE CHAUD;Camp de vacances offrant la possibilité de louer une salle pour organiser une réunion, une rencontre familiale, etc. Service de traiteur fourni sur demande. Venez vous imprégner des bienfaits de la nature, au bord du magnifique lac Matapédia.;Vacation camp on beautiful Lac Matapédia. Rental facilities available for meetings, family gatherings, etc. Catering available on request. Relax and recharge as you enjoy the benefits of nature by the water's edge!;0
1082395;CAMP-VACANCES KÉNO;CAMP-VACANCES KÉNO;Organisme sans but lucratif offrant un camp de vacances aux enfants de 6 à 17 ans, dans un environnement naturel exceptionnel. Camp orienté sur la pratique des activités de plein air. Les jeunes sont amenés à vivre des expériences de dépassement et de découverte qui favorisent leur développement personnel.;Non-profit organization that runs a vacation camp for youths aged 6 to 17 in a superb natural setting. With the focus on outdoor activities and personal development, the camp gives youngsters a safe place to surpass their limits, make discoveries and have fun.;0
1082554;CENTRE PLEIN AIR DU LAC-YORK;CENTRE PLEIN AIR DU LAC-YORK;;;0
1082672;PLEIN AIR VILLE-JOIE;PLEIN AIR VILLE-JOIE;Site idéal pour rencontres familiales, événements et réunions de travail, sur les rives du lac Saint-Pierre (Réserve mondiale de la biosphère de l¿UNESCO). À 15 minutes du centre-ville de Trois-Rivières, entre Montréal et Québec. Infrastructures conviviales offrant des panoramas exceptionnels. Plein air, camps familiaux et classes nature. Chalets et salles en location.  ;An ideal spot for special events, work meetings or family gatherings. Just 15 minutes from downtown Trois-Rivières, between Montréal and Québec City. Directly on the shores of Lac Saint-Pierre (UNESCO World Biosphere Reserve). User-friendly facilities with breathtaking views. Family camp activities, nature classes and outdoor experiences. Rental cottages and rooms.;0
1082735;CAMP DES GUIDES DU LAC-VERT;CAMP DES GUIDES DU LAC-VERT;Base de plein air accueillant divers groupes familiaux, de scouts ou de jeunes. Activités offertes : glissade sur tube, raquette, hockey bottine, trampoline, escalade sur paroi naturelle, canot sur le lac, hébertisme, tir à l'arc, construction de radeaux, etc. Pour plus de détails, communiquez avec Isabelle Gervais, directrice générale. <span> </span>;Camp open to groups of all kinds, including family, scouts and youth groups. Activities include tube sliding, snowshoeing, hockey bottine (without skates), trampoline, outdoor climbing, canoeing on the lake, outdoor fitness, archery, raft building and more. For more information, contact general manager Isabelle Gervais. <span> </span>;0
1082797;"BASE DE PLEIN AIR LA PATRIE "" DITTON-AIR """;"BASE DE PLEIN AIR LA PATRIE "" DITTON-AIR """;Hébergement 4 saisons dans une forêt de 1 400 hectares, à 20 minutes de l¿observatoire du Mont-Mégantic. Location de chalet pour 2 à 20 personnes, dortoir pour groupes et camps rustiques au bord de la rivière. Repas fournis sur demande. Accès à un sentier pédestre et un sentier frontalier de 134 kilomètres.;Four-season accommodations in a 1,400-hectare (3,500-acre) forest, 20 minutes from the Mont Mégantic observatory. Fully equipped cottages sleep 2 to 20. Group dormitory, rustic campsites by the river. Meals provided on request. Hiking trails and access to the 134-km (83-mi.) border trail.;0
1082877;CAMPING DE LA RIVIÈRE NICOLET;CAMPING DE LA RIVIÈRE NICOLET;Découvrez l¿endroit idéal pour un retour aux sources et pour des vacances uniques en pleine nature. Neuf chalets en location, hébergement insolite et plusieurs sites de camping avec ou sans services. Durant la saison estivale, profitez de la descente en tubes de la rivière et des canots et kayaks mis à votre disposition.;This vacation resort is set on an enchanting site on the banks of rivière Nicolet, close to lakes and a golf course. Discover a program featuring something for everyone: saltwater pool, various activities (aquatic, artistic, cultural and sports). Campfire nights, excursions, accommodations and outdoor activities (snowshoeing, cross-country skiing and hunting). Open year-round.;0
1082931;CAMP MINOGAMI;CAMP MINOGAMI;Ce centre de vacances est situé à l¿entrée du parc de la Mauricie, à Shawinigan. Terrain vaste et environnement splendide, idéal pour vos évasions en nature. Possibilité de louer différents chalets pour des groupes, afin de profiter des activités disponibles sur le site (hébertisme, canot, feu de camp, randonnée pédestre et plus).;Holiday centre located near La Mauricie National Park, in Shawinigan. The vast, beautiful surroundings are an invitation to go out and play. Cottage rentals for groups also available. On-site activities include an obstacle course, canoeing, campfires, hiking and lots more!;0
1083157;DOMAINE SCOUT ST-LOUIS-DE-FRANCE;DOMAINE SCOUT ST-LOUIS-DE-FRANCE;Cette base de plein air ouverte sur la communauté et la société dispose d¿infrastructures permettant de loger et, à la demande, de nourrir et d¿animer différents groupes de jeunes, groupes scolaires, familles et adultes.  ;Outdoor recreation centre that is open to the community and equipped to lodge and, on request, provide food and guided activities for groups of young people, students, families or adults.;0
1083538;CENTRE ÉCOLOGIQUE DE PORT-AU-SAUMON;CENTRE ÉCOLOGIQUE DE PORT-AU-SAUMON;Ce centre écologique est situé sur la rive du Saint-Laurent. Il offre des camps d'été en sciences naturelles pour les jeunes de 8 à 17 ans, des classes nature, des randonnées interprétées aux visiteurs et des séjours pour les cégeps et les universités, tout cela dans un environnement majestueux.;This ecological centre is located on the shore of the St. Lawrence. It offers summer camps in natural sciences for young people aged 8 to17, nature classes, interpretive hikes for visitors and a destination for college and university trips, all in a majestic setting.;0
1083720;CAMP VAL-NOTRE-DAME;CAMP VAL-NOTRE-DAME;Camp de vacances familial quatre saisons. Organisation de séjours familiaux, d¿entreprise, de groupes et d¿associations. Service de location de salles sur place et service de traiteur. Capacité maximale de 181 personnes en hébergement. Plusieurs activités offertes selon les saisons.;A family holiday camp open year-round. Lodging arrangements for families, groups, associations and corporate teams available. Hall rental and catering services also offered on site. Accommodates up to 181 guests. Several seasonal activities available.;0
1083859;CAMP SAINT-FRANÇOIS - ÎLE D'ORLÉANS;CAMP SAINT-FRANÇOIS - ÎLE D'ORLÉANS;Camp de vacances unique en son genre se trouvant sur un site enchanteur, en bordure du fleuve Saint-Laurent. Chaque été, des centaines d¿enfants âgés de 5 à 12 ans viennent y découvrir le bonheur de la vie de groupe et des activités en plein air dans un environnement sécuritaire.;A member of the ACQ (which certifies camps in Québec), this summer camp gives your child the opportunity to learn or practise French in a fun and safe environment. The staff here have been committed to making children happy for over 60 years! Located half an hour from Québec City.;0
1084065;CITÉ JOIE;CITÉ JOIE;Centre de vacances accueillant des groupes de septembre à juin. Accès à plusieurs pavillons d'hébergement. Nombreuses activités de loisir sur place (lac, piscine adaptée, jeux d'eau, sentiers, etc.). Tarif très compétitif. Tous les profits sont destinés à l'accueil de personnes handicapées en période estivale.;Holiday camp that welcomes groups from September to June. Access to a number of lodges and numerous leisure activities (lake, adapted swimming pool, water park, trails, etc.). Highly competitive rates. All profits go toward accommodating disabled vacationers in the summer.;0
1084401;GÎTE LA CHICOUTÉE;GÎTE LA CHICOUTÉE;"<span class=""mcenoneditable""><span>Envie d¿un <span>séjour</span> au bord de la mer? Profitez des chambres confortables et chaleureuses. Du balcon, vous apercevrez plusieurs merveilles de la Côte-Nord! Baleines, oiseaux marins, îles Mingan et Anticosti vous en mettront plein la vue! Les petits-<span>déjeuners sont cuisinés maison et faits à partir d¿ingrédients de qualité, équitables et biologiques</span>. </span></span>";Feel like a stay at the seaside? Enjoy comfortable and cozy rooms. Relax on the beautiful terrace and spot the wonders of the Côte-Nord region: whales, seabirds, the Mingan and Anticosti islands. Breakfasts made on site using quality organic and fair trade ingredients.;0
1084512;CHALETS CAMP MELANÇON;CHALETS CAMP MELANÇON;Hébergement comprenant cinq unités de chalet situées sur le bord de la Petite-Cascapédia, une rivière à saumon. Atmosphère chaleureuse, conviviale, typique des anciens camps de pêche de saumoniers.;Establishment comprising five cottages, on the banks of the Petite-Cascapédia, a salmon river. Warm and friendly atmosphere, typical of an old fashioned salmon angler's camp.    ;0
1084570;CHALETS MARI-JO;CHALETS MARI-JO;Hébergement situé à une minute de marche de la plage, dans un secteur où vous pourrez marcher, vous baigner et profiter des merveilleux levers de soleil tout en couleurs et en douceur... Découvrez rien de moins qu¿un petit coin de paradis!;Cottages located a one-minute walk from the beach, where you can enjoy a stroll, take a swim and contemplate the glorious sunrise. A little corner of paradise!;0
1084627;CHALETS DE MAD. JOSEPH CHEVARIE;CHALETS DE MAD. JOSEPH CHEVARIE;;;0
1084976;AUBERGE PETITE PLAISANCE;AUBERGE PETITE PLAISANCE;Charmant gîte ancestral comprenant cinq chambres, toutes avec salle de bain privée.;"Charming ancestral B&#38;B with five bedrooms, each with private bathroom.";0
1085038;LE CENTRE DE PLEIN AIR STE-APOLLINE;LE CENTRE DE PLEIN AIR STE-APOLLINE;Venez vous dépayser dans des chalets rustiques en bois rond situés au bord du lac Carré. Accès au sentier pédestre du Parc régional des Appalaches. Les animaux de compagnie sont acceptés. L'été, profitez de la plage surveillée, de la location d'embarcations, de la pêche et des activités organisées. Un endroit à découvrir!;Get a change of scene in rustic log cabins located on Lac Carré. Access to the Parc régional des Appalaches footpath. Pets welcome. In summer, enjoy a supervised beach, boat rentals, fishing and organized activities. A destination to discover!;0
1085356;"À TOUT VENANT B&#38;B ET MASSOTHÉRAPIE";"À TOUT VENANT B&#38;B ET MASSOTHÉRAPIE";Maison centenaire à l¿ambiance jeune et accueillante, située sur une rue tranquille, au centre-ville de Magog, à deux minutes à pied de la pointe Merry. Déjeuner gourmand, massothérapie, jardin paisible et piste cyclable. Divers forfaits vous sont offerts. Spa, billard, piscine et cuisine à votre disposition.;Century-old home with a youthful spirit and welcoming atmosphere. Massage therapy, hearty breakfast, bicycle path, peaceful garden. Packages available. Located on a quiet street in downtown Magog, a two-minute walk from Merry's Point. Hot tub, pool table, swimming pool and kitchen available for your use.;0
1085425;GÎTE DU GOÉLAND;GÎTE DU GOÉLAND;Belle maison centenaire paisible avec une magnifique vue sur le fleuve. Possibilité d¿apercevoir des baleines à partir des lieux communs! Située près de la plage ainsi que de tous les services. Décor très coquet, chambres confortables avec salon et cuisine accessibles en tout temps. Sauna et service de massothérapie offert sur place.  ;"A beautiful and quiet B&#38;B in a century home, close to the beach and all services. You can even watch whales from the common areas! You'll be delighted by the comfortable bedrooms. Enjoy access to the living room and kitchen at any time. Sauna and massage services available on request.";0
1085472;GÎTE AUBERGE AU CRÉPUSCULE;GÎTE AUBERGE AU CRÉPUSCULE;Gîte avec de grandes pièces. Ambiance paisible. Vue panoramique sur la mer et les merveilleux couchers de soleil. Accès privé au bord de la mer. Stationnement et Wi-Fi inclus.;Peaceful, calm cottage with sea view and access. Wi-Fi included.;0
1085599;LES MAISONS DU PHARE;LES MAISONS DU PHARE;L¿île Verte vous charmera par son calme et son authenticité. Situé sur le côté nord de l¿île, cet établissement hôtelier vous offre neuf chambres dans un décor maritime et champêtre. Dormir sous la garde bienveillante du feu de signalisation balayant le fleuve depuis 200 ans est une expérience incontournable! ;Delight in the tranquility and authenticity of Île Verte. Set on the north side of the island, this hotel establishment features nine rooms with country-style and maritime décor. Enjoy the unique experience of sleeping under the watchful lighthouse beam that has swept over the river for 200 years! ;0
1085819;CHALET MAISON CLAUPHI;CHALET MAISON CLAUPHI;Location de chalets, de studios, d'appartements et de suites.;Cottages, studios, apartments and suites for rent.;0
1085884;"B&#38;B MAISON CLAUPHI";"B&#38;B MAISON CLAUPHI";Gîte construit dans le plus pur style des années 1930-1935! Lieu d'une agréable sobriété et d'une propreté absolue.;"B&#38;B reflecting the pure style of homes built in the 1930-35 era. A very clean, pleasant and peaceful establishment.";0
1086077;LE CLOS DES BRUMES;LE CLOS DES BRUMES;Cherchez-vous la tranquillité, le confort et le charme d¿une maison ancestrale en campagne ayant une vue sur le fleuve Saint-Laurent, l¿île d¿Orléans et les montagnes des Laurentides? Ne cherchez plus, vous l¿avez trouvé! L¿hébergement comprend également un copieux petit-déjeuner des plus variés. Profitez d¿un accueil différent permettant de se sentir chez soi!;Set in the Château-Richer countryside, between Québec City and Mont-Sainte-Anne, this quiet residence, built in 1740, offers five comfortable rooms with private bathroom. Start your day with a varied and generous continental breakfast.<strong></strong>;0
1086183;AUBERGE LA MARGUERITE;AUBERGE LA MARGUERITE;Auberge située au c¿ur du village, dans une maison ancestrale. Accueil chaleureux. Copieux déjeuner servi dans une salle à manger ensoleillée. Le soir, le chef-propriétaire propose un repas de cuisine française à l'accent du terroir. Superbe jardin avec SPA, tout en admirant le fleuve et les magnifiques couchers de soleil.;Inn set in the heart of the village, in a heritage home with a beautiful garden and hot tub. Courteous welcome. Hearty breakfast served in a sunny dining room. In the evening the chef-owner serves fine French cuisine (local products). Nearby, gaze upon the St. Lawrence River and magnificent sunsets.;0
1086403;AUBERGE LA MAISON LEBREUX;AUBERGE LA MAISON LEBREUX;;;0
1086591;GÎTE LA NORMANDE;GÎTE LA NORMANDE;Maison de type manoir aux superbes boiseries. Accueil chaleureux et petit-déjeuner gourmand.;Beautiful home offering superb woodwork, a cozy atmosphere and delicious homemade breakfasts.  ;0
1086654;"LA GALOUÏNE AUBERGE &#38; RESTAURANT";"LA GALOUÏNE AUBERGE &#38; RESTAURANT";Les 18 chambres et le studio assureront votre confort avec salle de bain privée, air conditionné, WiFi et stationnement gratuit. Restaurant familial, mets exclusifs, spécialités : fruits de mer, gibier, grillades, pâtes, saumon fumé nature ou à l¿érable, magret de canard mariné et fumé. Table d¿hôte, menus : à la carte, du midi et enfant.;This hotel offers 18 cozy rooms and a studio, each with a private bathroom, air conditioning, Wi-Fi access and free parking. Also features a family restaurant serving specialities like seafood, game, grilled meats, pasta, regular or maple smoked salmon, as well as marinated and smoked duck breast. Offers a variety of menus.;0
1086831;AUX VOLETS VERTS;AUX VOLETS VERTS;Maison centenaire au c¿ur de Charlevoix avec vue sur le fleuve située à 15 minutes de Baie-Saint-Paul. Réputée depuis plus de 30 ans pour son accueil chaleureux et ses petits-déjeuners traditionnels. Tranquillité assurée.;Century-old house with river view located in the heart of Charlevoix, 15 minutes from Baie Saint-Paul. Its friendly staff and hearty breakfast have made its reputation for over 30 years. Tranquility guaranteed.;0
1086941;"GÎTE B&#38;B AU VIEUX FOYER";"GÎTE B&#38;B AU VIEUX FOYER";Établissement qui a hébergé pendant 30 ans un musée ouvert au public et favorisant les échanges culturels. Cette demeure bicentenaire toute de bois vêtue, rustique et typiquement québécoise est encore meublée à l¿antique, rappelant ainsi l¿histoire des habitants d¿une autre époque. Laissez-vous séduire par un agréable voyage dans le temps.;"B&#38;B in a 19th century home boasting a museum-like setting, renovated to ensure a comfortable stay. For 30 years, this house has welcomed visitors from around the world. This typically ""Québécois"" all-timber house is furnished with antiques to offer you a trip back in time.";0
1087006;GÎTE CHEZ MARIE-MARTHE BOUCHARD;GÎTE CHEZ MARIE-MARTHE BOUCHARD;;;0
1087091;GÎTE LA MAISON HOVINGTON;GÎTE LA MAISON HOVINGTON;Hébergement avec vue imprenable sur le fjord et le fleuve, dans une des plus belles baies au monde. Chaleureuse maison tout en bois, construite en 1865. Petit-déjeuner copieux aux saveurs du terroir. Excellent rapport qualité-prix. Gîte situé dans un secteur tranquille, à proximité de toutes les activités du village. Accès Wi-Fi fourni.;"Accommodations with a breathtaking view of the fjord and river, in one of the world¿s most beautiful bays. A cozy wood home built in 1865. Hearty breakfast made from local products. Excellent value for your money. B&#38;B located in a peaceful area, close to all the village¿s activities. Wi-Fi access provided.";0
1087142;GÎTE LA MAISON GAUTHIER;GÎTE LA MAISON GAUTHIER;Maison au c¿ur du village et donnant sur le Saguenay et le lac de l¿Anse à l¿eau. Idéal pour baignade et randonnée. Charme, confort, commodités, convivialité et discrétion. Copieux petit-déjeuner de type buffet aux saveurs de la région. Idéal pour une famille. Près de toutes les activités du village, en toutes saisons.;A house in the heart of the village with a view of the Saguenay and Lac de l¿Anse à l¿eau. Ideal location for swimming and hiking. Charm, comfort, amenities, discretion and friendly atmosphere. Hearty, buffet-style breakfast made from regional delights. Perfect for families. Close to all the village¿s activities, year-round.;0
1087190;AUBERGE MADELEINE FORTIER;AUBERGE MADELEINE FORTIER;;;0
1087239;HÉBERGEMENT RÉSERVE FAUNIQUE PORT-CARTIER-SEPT-ÎLES;HÉBERGEMENT RÉSERVE FAUNIQUE PORT-CARTIER-SEPT-ÎLES;Des paysages grandioses, une qualité de pêche exceptionnelle assortie d'une limite de prise élevée, un territoire immense et des lacs à l'avenant? La réserve faunique de Port-Cartier-Sept-Îles, vous offre un pays de démesure! Loin des grands centres, cette nature généreuse vous assure des moments de tranquillité inoubliables.;Spectacular landscapes, exceptional fishing with high catch limits, an immense territory and beautiful lakes? The Réserve faunique de Port-Cartier-Sept-Îles is a land of delightful extremes! Far away from the big cities, the generous nature of this wildlife reserve promises you an unforgettable and peaceful vacation.;0
1087298;AUBERGE LA SEIGNEURIE;AUBERGE LA SEIGNEURIE;;;0
1087424;LA MAISON DES ANCÊTRES;LA MAISON DES ANCÊTRES;Hébergement pouvant accueillir confortablement de deux à douze personnes, dans une maison de campagne située à deux kilomètres de tous les services. Découvrez les plus beaux paysages du Québec : route du fjord et tour du lac Saint-Jean. En famille ou entre amis, vous vous sentirez comme à la maison.;Accommodations that can comfortably sleep 2 to 12 people in a country house just 2 km (1.25 mi.) from all services. Discover the prettiest scenery in Québec: the Fjord Route (Route du Fjord) and the Tour du lac Saint-Jean. With family or friends, you'll feel right at home.;0
